"flightairvehicleid","flightid","planeid"
"1605","1429","12"
"1606","1430","11"
"1607","1430","12"
"1608","1431","11"
"1609","1432","11"
"1610","1433","11"
"1611","1433","12"
"1612","1434","11"
"1613","1435","11"
"1614","1436","11"
"1615","1437","11"
"1616","1438","11"
"1617","1439","11"
"1618","1439","12"
"1619","1440","11"
"1620","1441","11"
"1621","1442","11"
"1622","1443","11"
"1623","1444","12"
"1624","1444","11"
"1625","1445","11"
"1626","1446","11"
"1627","1446","12"
"1628","1447","11"
"1629","1448","11"
"1630","1449","11"
"1631","1450","8"
"1632","1450","11"
"1633","1451","11"
"1634","1451","8"
"1635","1452","11"
"1636","1453","11"
"1637","1453","8"
"1638","1454","11"
"1639","1454","8"
"1640","1455","11"
"1641","1456","11"
"1642","1457","11"
"1643","1458","11"
"1644","1459","11"
"1645","1459","8"
"1646","1460","11"
"1647","1460","12"
"1648","1461","11"
"1649","1462","11"
"1650","1463","11"
"1651","1463","8"
"1652","1464","8"
"1653","1465","11"
"1654","1466","11"
"1655","1467","8"
"1656","1468","11"
"1657","1469","11"
"1658","1469","8"
"1659","1470","11"
"1660","1470","12"
"1661","1471","11"
"1662","1472","8"
"1663","1472","11"
"1664","1473","11"
"1665","1474","11"
"1666","1475","11"
"1667","1475","12"
"1668","1476","11"
"1669","1477","11"
"1670","1478","11"
"1671","1479","11"
"1672","1480","11"
"1673","1481","11"
"1674","1481","12"
"1675","1482","11"
"1676","1482","12"
"1677","1483","11"
"1678","1484","11"
"1679","1485","12"
"1680","1485","11"
"1681","1485","8"
"1682","1486","11"
"1683","1486","12"
"1684","1486","8"
"1685","1487","11"
"1686","1488","11"
"1687","1489","11"
"1688","1490","8"
"1689","1491","11"
"1690","1492","11"
"1691","1493","11"
"1692","1494","8"
"1693","1495","11"
"1694","1495","12"
"1695","1496","8"
"1696","1497","11"
"1697","1498","11"
"1698","1499","8"
"1699","1500","11"
"1700","1501","12"
"1701","1502","11"
"1702","1503","12"
"1703","1503","11"
"1704","1504","11"
"1705","1505","12"
"1706","1506","11"
"1707","1507","8"
"1708","1508","11"
"1709","1509","11"
"1710","1510","11"
"1711","1511","11"
"1712","1511","8"
"1713","1512","11"
"1714","1512","12"
"1715","1513","11"
"1716","1514","11"
"1717","1515","11"
"1718","1516","12"
"1719","1517","11"
"1720","1518","11"
"1721","1519","11"
"1722","1520","11"
"1723","1521","11"
"1724","1521","12"
"1725","1521","8"
"1726","1522","11"
"1727","1522","12"
"1728","1523","11"
"1729","1524","11"
"1730","1525","12"
"1731","1525","11"
"1732","1526","12"
"1733","1526","11"
"1734","1527","11"
"1735","1528","11"
"1736","1528","8"
"1737","1529","11"
"1738","1529","12"
"1739","1530","11"
"1740","1531","11"
"1741","1531","8"
"1742","1532","11"
"1743","1532","12"
"1744","1532","8"
"1745","1533","11"
"1746","1533","12"
"1747","1534","11"
"1748","1535","8"
"1749","1536","11"
"1750","1537","8"
"1751","1538","8"
"1752","1539","8"
"1753","1540","11"
"1754","1541","11"
"1755","1542","8"
"1756","1543","11"
"1757","1544","11"
"1758","1545","8"
"1759","1545","11"
"1760","1546","11"
"1761","1547","12"
"1762","1547","11"
"1763","1548","11"
"1764","1548","8"
"1765","1549","39"
"1766","1550","39"
"1767","1551","39"
"1768","1552","39"
"1769","1553","39"
"1770","1554","39"
"1771","1555","39"
"1772","1556","39"
"1773","1557","39"
"1774","1558","39"
"1775","1559","39"
"1776","1560","39"
"1777","1561","39"
"1778","1562","39"
"1779","1563","39"
"1780","1564","39"
"1781","1565","39"
"1782","1566","39"
"1783","1567","39"
"1784","1568","39"
"1785","1569","39"
"1786","1570","39"
"1787","1571","39"
"1788","1572","39"
"1789","1573","39"
"1790","1574","39"
"1791","1575","39"
"1792","1576","39"
"1793","1577","39"
"1794","1578","39"
"1795","1579","39"
"1796","1580","30"
"1797","1581","30"
"1798","1582","30"
"1799","1583","30"
"1800","1584","30"
"1801","1585","30"
"1802","1586","30"
"1803","1587","30"
"1804","1588","39"
"1805","1589","30"
"1806","1590","39"
"1807","1591","30"
"1808","1592","30"
"1809","1593","30"
"1810","1594","30"
"1811","1595","30"
"1812","1596","39"
"1813","1597","30"
"1814","1598","30"
"1815","1599","30"
"1816","1600","39"
"1817","1601","39"
"1818","1601","30"
"1819","1602","30"
"1820","1603","39"
"1821","1603","30"
"1822","1604","30"
"1823","1605","30"
"1824","1606","39"
"1825","1607","39"
"1826","1608","39"
"1827","1608","30"
"1828","1609","21"
"1829","1610","21"
"1830","1611","35"
"1831","1612","35"
"1832","1612","8"
"1833","1613","8"
"1834","1614","8"
"1835","1615","8"
"1836","1615","39"
"1837","1616","35"
"1838","1617","35"
"1839","1618","8"
"1840","1619","8"
"1841","1620","35"
"1842","1621","35"
"1843","1622","35"
"1844","1622","8"
"1845","1623","8"
"1846","1624","8"
"1847","1625","35"
"1848","1626","8"
"1849","1627","35"
"1850","1628","8"
"1851","1629","12"
"1852","1629","16"
"1853","1630","16"
"1854","1631","12"
"1855","1632","12"
"1856","1632","11"
"1857","1633","12"
"1858","1634","12"
"1859","1635","12"
"1860","1636","11"
"1861","1637","12"
"1862","1638","12"
"1863","1639","11"
"1864","1639","12"
"1865","1640","12"
"1866","1640","16"
"1867","1641","11"
"1868","1642","16"
"1869","1643","16"
"1870","1643","12"
"1871","1643","11"
"1872","1644","11"
"1873","1645","16"
"1874","1646","16"
"1875","1647","12"
"1876","1647","11"
"1877","1648","12"
"1878","1649","12"
"1879","1650","12"
"1880","1651","11"
"1881","1651","12"
"1882","1652","12"
"1883","1653","16"
"1884","1654","11"
"1885","1654","12"
"1886","1654","19"
"1887","1654","16"
"1888","1655","16"
"1889","1656","16"
"1890","1657","16"
"1891","1658","12"
"1892","1659","12"
"1893","1660","12"
"1894","1661","16"
"1895","1662","16"
"1896","1662","11"
"1897","1663","16"
"1898","1664","11"
"1899","1665","12"
"1900","1666","16"
"1901","1667","16"
"1902","1668","12"
"1903","1668","16"
"1904","1668","11"
"1905","1669","16"
"1906","1670","11"
"1907","1671","12"
"1908","1671","11"
"1909","1672","11"
"1910","1673","11"
"1911","1674","11"
"1912","1675","11"
"1913","1676","11"
"1914","1677","16"
"1915","1678","11"
"1916","1679","16"
"1917","1680","16"
"1918","1681","12"
"1919","1681","11"
"1920","1682","12"
"1921","1683","12"
"1922","1684","12"
"1923","1684","11"
"1924","1685","16"
"1925","1686","16"
"1926","1687","12"
"1927","1687","11"
"1928","1688","12"
"1929","1688","19"
"1930","1689","11"
"1931","1690","11"
"1932","1691","19"
"1933","1692","12"
"1934","1693","11"
"1935","1694","12"
"1936","1695","11"
"1937","1696","12"
"1938","1697","11"
"1939","1698","11"
"1940","1699","12"
"1941","1700","12"
"1942","1701","12"
"1943","1702","12"
"1944","1703","19"
"1945","1704","11"
"1946","1704","12"
"1947","1705","11"
"1948","1706","12"
"1949","1706","11"
"1950","1707","11"
"1951","1708","11"
"1952","1709","12"
"1953","1709","11"
"1954","1710","11"
"1955","1711","11"
"1956","1712","12"
"1957","1713","12"
"1958","1714","12"
"1959","1715","12"
"1960","1715","16"
"1961","1715","11"
"1962","1716","12"
"1963","1717","11"
"1964","1718","16"
"1965","1719","12"
"1966","1719","11"
"1967","1720","11"
"1968","1721","11"
"1969","1722","12"
"1970","1722","11"
"1971","1723","12"
"1972","1724","12"
"1973","1725","12"
"1974","1726","12"
"1975","1727","12"
"1976","1728","11"
"1977","1728","12"
"1978","1729","11"
"1979","1729","12"
"1980","1729","19"
"1981","1729","16"
"1982","1730","12"
"1983","1731","12"
"1984","1731","11"
"1985","1732","11"
"1986","1733","11"
"1987","1734","12"
"1988","1734","11"
"1989","1735","12"
"1990","1736","12"
"1991","1736","19"
"1992","1737","19"
"1993","1738","12"
"1994","1739","11"
"1995","1740","12"
"1996","1741","12"
"1997","1742","19"
"1998","1743","12"
"1999","1743","11"
"2000","1744","12"
"2001","1745","12"
"2002","1745","16"
"2003","1745","11"
"2004","1746","12"
"2005","1747","11"
"2006","1748","12"
"2007","1748","11"
"2008","1749","11"
"2009","1750","16"
"2010","1751","12"
"2011","1752","12"
"2012","1753","12"
"2013","1754","11"
"2014","1754","12"
"2015","1755","12"
"2016","1756","12"
"2017","1756","11"
"2018","1757","12"
"2019","1758","12"
"2020","1759","12"
"2021","1760","12"
"2022","1761","12"
"2023","1762","19"
"2024","1762","12"
"2025","1763","11"
"2026","1764","12"
"2027","1765","11"
"2028","1766","12"
"2029","1767","11"
"2030","1768","16"
"2031","1769","11"
"2032","1770","16"
"2033","1771","12"
"2034","1772","12"
"2035","1773","16"
"2036","1774","16"
"2037","1775","12"
"2038","1776","12"
"2039","1777","16"
"2040","1778","12"
"2041","1779","16"
"2042","1780","11"
"2043","1780","12"
"2044","1781","12"
"2045","1782","12"
"2046","1783","11"
"2047","1784","11"
"2048","1785","12"
"2049","1785","11"
"2050","1786","12"
"2051","1787","12"
"2052","1788","12"
"2053","1789","12"
"2054","1790","12"
"2055","1791","12"
"2056","1792","12"
"2057","1793","11"
"2058","1794","11"
"2059","1795","12"
"2060","1795","19"
"2061","1796","11"
"2062","1797","16"
"2063","1798","16"
"2064","1798","11"
"2065","1799","12"
"2066","1800","11"
"2067","1801","12"
"2068","1802","11"
"2069","1803","16"
"2070","1804","16"
"2071","1805","11"
"2072","1806","16"
"2073","1807","12"
"2074","1808","11"
"2075","1809","11"
"2076","1810","12"
"2077","1811","17"
"2078","1812","17"
"2079","1813","3"
"2080","1814","40"
"2081","1815","3"
"2082","1816","29"
"2083","1817","40"
"2084","1818","3"
"2085","1819","3"
"2086","1820","40"
"2087","1821","40"
"2088","1822","40"
"2089","1823","3"
"2090","1824","40"
"2091","1825","40"
"2092","1826","3"
"2093","1827","29"
"2094","1828","40"
"2095","1829","40"
"2096","1830","40"
"2097","1831","40"
"2098","1832","40"
"2099","1833","3"
"2100","1834","3"
"2101","1835","24"
"2102","1836","24"
"2103","1837","24"
"2104","1838","24"
"2105","1839","21"
"2106","1840","21"
"2107","1841","21"
"2108","1842","21"
"2109","1843","21"
"2110","1844","21"
"2111","1844","11"
"2112","1845","21"
"2113","1845","11"
"2114","1846","21"
"2115","1847","21"
"2116","1848","21"
"2117","1849","21"
"2118","1850","21"
"2119","1850","11"
"2120","1851","11"
"2121","1851","21"
"2122","1852","21"
"2123","1853","11"
"2124","1854","21"
"2125","1855","21"
"2126","1856","11"
"2127","1857","16"
"2128","1858","16"
"2129","1859","35"
"2130","1859","41"
"2131","1860","35"
"2132","1861","35"
"2133","1861","41"
"2134","1862","35"
"2135","1862","41"
"2136","1863","35"
"2137","1863","41"
"2138","1864","42"
"2139","1865","16"
"2140","1865","42"
"2141","1866","35"
"2142","1867","35"
"2143","1868","41"
"2144","1868","43"
"2145","1869","16"
"2146","1869","42"
"2147","1870","16"
"2148","1870","42"
"2149","1871","41"
"2150","1871","43"
"2151","1872","35"
"2152","1873","44"
"2153","1873","35"
"2154","1874","41"
"2155","1875","41"
"2156","1876","44"
"2157","1876","35"
"2158","1877","44"
"2159","1877","35"
"2160","1878","35"
"2161","1879","35"
"2162","1880","35"
"2163","1881","35"
"2164","1881","44"
"2165","1882","35"
"2166","1883","35"
"2167","1884","35"
"2168","1885","35"
"2169","1886","41"
"2170","1887","42"
"2171","1888","16"
"2172","1888","42"
"2173","1889","16"
"2174","1890","41"
"2175","1891","42"
"2176","1892","16"
"2177","1892","45"
"2178","1892","42"
"2179","1893","41"
"2180","1894","16"
"2181","1894","42"
"2182","1895","44"
"2183","1895","35"
"2184","1896","16"
"2185","1897","35"
"2186","1897","44"
"2187","1898","44"
"2188","1898","35"
"2189","1899","35"
"2190","1900","41"
"2191","1900","43"
"2192","1901","41"
"2193","1901","43"
"2194","1902","45"
"2195","1902","16"
"2196","1903","45"
"2197","1904","16"
"2198","1904","42"
"2199","1905","35"
"2200","1906","35"
"2201","1907","35"
"2202","1908","35"
"2203","1909","16"
"2204","1910","16"
"2205","1910","42"
"2206","1910","45"
"2207","1911","42"
"2208","1912","16"
"2209","1912","45"
"2210","1912","42"
"2211","1913","35"
"2212","1913","41"
"2213","1914","35"
"2214","1914","41"
"2215","1915","41"
"2216","1915","43"
"2217","1916","35"
"2218","1917","41"
"2219","1918","41"
"2220","1918","43"
"2221","1919","35"
"2222","1920","16"
"2223","1921","42"
"2224","1922","46"
"2225","1923","46"
"2226","1924","46"
"2227","1925","46"
"2228","1926","12"
"2229","1927","12"
"2230","1928","12"
"2231","1929","12"
"2232","1930","12"
"2233","1931","12"
"2234","1932","12"
"2235","1933","12"
"2236","1934","12"
"2237","1935","12"
"2238","1936","12"
"2239","1937","12"
"2240","1938","12"
"2241","1939","12"
"2242","1940","12"
"2243","1941","12"
"2244","1942","12"
"2245","1943","12"
"2246","1944","12"
"2247","1945","12"
"2248","1946","12"
"2249","1947","12"
"2250","1948","12"
"2251","1949","12"
"2252","1950","12"
"2253","1951","12"
"2254","1952","12"
"2255","1953","12"
"2256","1954","12"
"2257","1955","12"
"2258","1956","12"
"2259","1957","12"
"2260","1958","12"
"2261","1959","12"
"2262","1960","12"
"2263","1961","12"
"2264","1962","12"
"2265","1963","12"
"2266","1964","12"
"2267","1965","12"
"2268","1966","12"
"2269","1967","12"
"2270","1968","12"
"2271","1969","12"
"2272","1970","12"
"2273","1971","12"
"2274","1972","12"
"2275","1973","12"
"2276","1974","12"
"2277","1975","12"
"2278","1976","12"
"2279","1977","12"
"2280","1978","12"
"2281","1979","12"
"2282","1980","12"
"2283","1981","12"
"2284","1982","12"
"2285","1983","12"
"2286","1984","12"
"2287","1985","12"
"2288","1986","12"
"2289","1987","12"
"2290","1988","12"
"2291","1989","12"
"2292","1990","12"
"2293","1991","12"
"2294","1992","12"
"2295","1993","12"
"2296","1994","12"
"2297","1995","12"
"2298","1996","12"
"2299","1997","12"
"2300","1998","12"
"2301","1999","12"
"2302","2000","12"
"2303","2001","12"
"2304","2002","12"
"2305","2003","12"
"2306","2004","12"
"2307","2005","12"
"2308","2006","12"
"2309","2007","12"
"2310","2008","12"
"2311","2009","12"
"2312","2010","12"
"2313","2011","12"
"2314","2012","12"
"2315","2013","12"
"2316","2014","12"
"2317","2015","12"
"2318","2016","12"
"2319","2017","12"
"2320","2018","12"
"2321","2019","12"
"2322","2020","12"
"2323","2021","12"
"2324","2022","12"
"2325","2023","12"
"2326","2024","12"
"2327","2025","12"
"2328","2026","12"
"2329","2027","12"
"2330","2028","12"
"2331","2029","12"
"2332","2030","12"
"2333","2031","12"
"2334","2032","12"
"2335","2033","12"
"2336","2034","12"
"2337","2035","12"
"2338","2036","12"
"2339","2037","12"
"2340","2038","12"
"2341","2039","12"
"2342","2040","12"
"2343","2041","12"
"2344","2042","12"
"2345","2043","12"
"2346","2044","12"
"2347","2045","12"
"2348","2046","12"
"2349","2047","12"
"2350","2048","12"
"2351","2049","12"
"2352","2050","12"
"2353","2051","12"
"2354","2052","12"
"2355","2053","12"
"2356","2054","12"
"2357","2055","12"
"2358","2056","12"
"2359","2057","12"
"2360","2058","12"
"2361","2059","12"
"2362","2060","12"
"2363","2061","12"
"2364","2062","12"
"2365","2063","12"
"2366","2064","12"
"2367","2065","12"
"2368","2066","12"
"2369","2067","12"
"2370","2068","12"
"2371","2069","12"
"2372","2070","12"
"2373","2071","12"
"2374","2072","12"
"2375","2073","12"
"2376","2074","12"
"2377","2075","12"
"2378","2076","12"
